id_pedido;dt_pedido;id_cliente;nm_categoria_produto;nm_regiao;nr_quantidade;nr_preco_unitario;vl_desconto;nr_dias_para_entrega;nr_estrela_cliente;ds_metodo_pagamento
"59843";2015-06-29 00:00:00,000;"3519";"Mobília";"Sudeste";8;2,53;0,18;15;4,5;"Pix"
"38329";2025-05-07 00:00:00,000;"3470";"Mobília";"Sudeste";2;14,09;0,03;14;3,8;"Pix"
"108662";2014-07-26 00:00:00,000;"4842";"Mobília";"Sudeste";26;291,19;0,22;1;4,3;"Pix"
"105739";2009-08-12 00:00:00,000;"6972";"Mobília";"Sudeste";7;111,25;0,29;15;4,7;"Pix"
"49789";2026-03-04 00:00:00,000;"5219";"Mobília";"Sudeste";28;176,71;0,29;6;2,7;"Pix"
"65420";2012-01-02 00:00:00,000;"5860";"Mobília";"Sudeste";24;7,56;0,24;5;4,1;"Pix"
"81576";2024-10-20 00:00:00,000;"4770";"Mobília";"Sudeste";15;6,5;0,22;2;2,8;"Pix"
"20430";2025-03-12 00:00:00,000;"1897";"Mobília";"Sudeste";6;4,6;0,17;7;2,5;"Pix"
"110293";2021-03-23 00:00:00,000;"2293";"Mobília";"Sudeste";2;310,65;0,29;6;2,6;"Pix"
"105094";2017-01-04 00:00:00,000;"3214";"Mobília";"Sudeste";3;407,51;0,06;3;3,8;"Pix"
"28988";2018-05-03 00:00:00,000;"4954";"Mobília";"Sudeste";3;218,25;0,1;27;3,5;"Pix"
"69280";2021-09-12 00:00:00,000;"3004";"Mobília";"Sudeste";11;169,24;0,25;11;2,6;"Pix"
"94325";2005-10-23 00:00:00,000;"5240";"Mobília";"Sudeste";26;2,05;0,2;8;3,3;"Pix"
"77526";2015-10-16 00:00:00,000;"2584";"Mobília";"Sudeste";2;691,75;0,11;6;4,2;"Pix"
"102708";2023-05-12 00:00:00,000;"4531";"Mobília";"Sudeste";5;90,26;0,11;28;4,1;"Pix"
"68269";2006-02-01 00:00:00,000;"3360";"Mobília";"Sudeste";3;19,32;0,02;4;3,7;"Pix"
"85003";2008-12-09 00:00:00,000;"6071";"Mobília";"Sudeste";4;11,42;0,1;10;4,2;"Pix"
"26101";2016-12-03 00:00:00,000;"3368";"Mobília";"Sudeste";29;4,37;0,18;18;4,9;"Pix"
"56590";2015-06-28 00:00:00,000;"1889";"Mobília";"Sudeste";19;9,47;0,09;4;4,3;"Pix"
"72434";2017-10-07 00:00:00,000;"5900";"Mobília";"Sudeste";14;407,72;0,04;19;2,7;"Pix"
"23857";2004-10-25 00:00:00,000;"4432";"Mobília";"Sudeste";24;6,2;0,22;4;4,6;"Pix"
"52502";2007-02-08 00:00:00,000;"4366";"Mobília";"Sudeste";12;63,85;0,07;7;1,9;"Pix"
"108824";2014-07-02 00:00:00,000;"6168";"Mobília";"Sudeste";4;119,51;0,02;12;3,1;"Pix"
"69639";2008-09-01 00:00:00,000;"1074";"Mobília";"Sudeste";19;249,27;0,27;13;4;"Pix"
"33010";2026-02-03 00:00:00,000;"6664";"Mobília";"Sudeste";8;385;0,14;4;3,7;"Pix"
"81663";2004-08-14 00:00:00,000;"6105";"Mobília";"Sudeste";27;625,98;0,11;28;3,8;"Pix"
"76242";2018-04-20 00:00:00,000;"3593";"Mobília";"Sudeste";15;2,38;0,05;11;3;"Pix"
"77160";2017-10-26 00:00:00,000;"1347";"Mobília";"Sudeste";5;787,75;0,16;8;3;"Pix"
"99258";2022-07-03 00:00:00,000;"6346";"Mobília";"Sudeste";12;20,92;0,12;6;3,7;"Pix"
"98970";2004-12-28 00:00:00,000;"4134";"Mobília";"Sudeste";3;92,42;0,21;4;3,4;"Pix"
"18740";2008-10-12 00:00:00,000;"5394";"Mobília";"Sudeste";2;48,37;0,03;1;4,9;"Pix"
"33103";2004-01-31 00:00:00,000;"6222";"Mobília";"Sudeste";27;18,25;0,12;13;4,2;"Pix"
"33639";2015-04-22 00:00:00,000;"3112";"Mobília";"Sudeste";3;4,45;0,07;1;4,6;"Pix"
"78587";2019-11-13 00:00:00,000;"2601";"Mobília";"Sudeste";8;522,33;0,05;23;3,3;"Pix"
"47614";2013-09-17 00:00:00,000;"4831";"Mobília";"Sudeste";2;219,47;0,08;8;4;"Pix"
"17969";2016-05-21 00:00:00,000;"1997";"Mobília";"Sudeste";8;5,62;0,02;1;3,4;"Pix"
"20927";2005-09-28 00:00:00,000;"4739";"Mobília";"Sudeste";7;25,76;0,24;2;4,2;"Pix"
"35393";2011-06-24 00:00:00,000;"4411";"Mobília";"Sudeste";2;6;0,23;8;3,1;"Pix"
"40727";2026-07-30 00:00:00,000;"5089";"Mobília";"Sudeste";18;473,64;0,12;12;2,5;"Pix"
"68079";2016-11-16 00:00:00,000;"4693";"Mobília";"Sudeste";21;12,21;0,2;7;3,3;"Pix"
"47793";2024-07-25 00:00:00,000;"1105";"Mobília";"Sudeste";13;161,48;0,04;4;3,1;"Pix"
"26534";2011-04-05 00:00:00,000;"2333";"Mobília";"Sudeste";15;5,65;0,06;5;4,5;"Pix"
"92418";2017-06-07 00:00:00,000;"3134";"Mobília";"Sudeste";13;76,36;0,29;22;2,9;"Pix"
"72353";2012-07-05 00:00:00,000;"1316";"Mobília";"Sudeste";17;10,65;0,1;23;3,3;"Pix"
"15420";2014-08-25 00:00:00,000;"4736";"Mobília";"Sudeste";21;60,47;0,17;6;2,6;"Pix"
"32696";2018-01-14 00:00:00,000;"2020";"Mobília";"Sudeste";9;27,7;0,1;8;4,2;"Pix"
"52882";2024-08-16 00:00:00,000;"3083";"Mobília";"Sudeste";4;2,49;0,2;8;4,3;"Pix"
"106709";2026-08-05 00:00:00,000;"2456";"Mobília";"Sudeste";10;23,06;0,23;1;4,1;"Pix"
"112832";2018-07-22 00:00:00,000;"1962";"Mobília";"Sudeste";16;40,39;0,01;13;4,3;"Pix"
"52954";2020-07-05 00:00:00,000;"6004";"Mobília";"Sudeste";13;4,61;0,21;16;2,7;"Pix"
"71427";2005-12-22 00:00:00,000;"2873";"Mobília";"Sudeste";11;7,85;0,21;18;4,7;"Pix"
"53757";2015-12-27 00:00:00,000;"5340";"Mobília";"Sudeste";2;16,72;0,29;1;4,7;"Pix"
"16693";2025-05-21 00:00:00,000;"2917";"Mobília";"Sudeste";22;41,6;0,21;2;3,4;"Pix"
"63213";2025-05-25 00:00:00,000;"4845";"Mobília";"Sudeste";7;8,12;0,19;2;3,9;"Pix"
"86867";2014-06-19 00:00:00,000;"5678";"Mobília";"Sudeste";17;10,31;0,2;8;4,1;"Pix"
"56515";2015-05-04 00:00:00,000;"2296";"Mobília";"Sudeste";9;3,84;0,23;28;4,8;"Pix"
"72679";2022-08-29 00:00:00,000;"1412";"Mobília";"Sudeste";9;3,7;0,18;10;3,3;"Pix"
"89539";2005-07-22 00:00:00,000;"6086";"Mobília";"Sudeste";7;238,2;0,29;21;4,6;"Pix"
"81275";2019-05-10 00:00:00,000;"6257";"Mobília";"Sudeste";9;19,82;0,28;28;3,2;"Pix"
"88174";2021-08-29 00:00:00,000;"1772";"Mobília";"Sudeste";16;2,21;0,26;8;1,6;"Pix"
"20918";2020-08-13 00:00:00,000;"6584";"Mobília";"Sudeste";16;6,82;0,21;27;2;"Pix"
"107591";2021-05-23 00:00:00,000;"1867";"Mobília";"Sudeste";9;59,65;0,2;26;4,5;"Pix"
"41169";2021-08-11 00:00:00,000;"4961";"Mobília";"Sudeste";16;23,19;0,16;10;2;"Pix"
"43573";2012-03-11 00:00:00,000;"5157";"Mobília";"Sudeste";21;2,88;0,28;4;2,7;"Pix"
"68939";2024-01-23 00:00:00,000;"1956";"Mobília";"Sudeste";22;12,58;0,15;11;3,3;"Pix"
"89902";2005-05-20 00:00:00,000;"6689";"Mobília";"Sudeste";14;120,93;0,26;28;4,2;"Pix"
"37492";2025-05-28 00:00:00,000;"4390";"Mobília";"Sudeste";13;14,24;0,25;7;4,6;"Pix"
"18686";2021-05-02 00:00:00,000;"3898";"Mobília";"Sudeste";13;3,79;0,09;4;3,4;"Pix"
"60296";2015-07-01 00:00:00,000;"5580";"Mobília";"Sudeste";23;2,43;0,25;1;3,6;"Pix"
"96087";2019-01-27 00:00:00,000;"3256";"Mobília";"Sudeste";10;138,46;0,11;1;3,9;"Pix"
"99779";2009-04-10 00:00:00,000;"6685";"Mobília";"Sudeste";23;576,31;0,14;16;4,1;"Pix"
"65047";2017-09-24 00:00:00,000;"5922";"Mobília";"Sudeste";9;14,59;0,2;3;4,8;"Pix"
"95558";2006-12-24 00:00:00,000;"4283";"Mobília";"Sudeste";2;97,91;0,11;25;4,2;"Pix"
"70226";2020-06-30 00:00:00,000;"5847";"Mobília";"Sudeste";9;8,33;0,29;14;3,5;"Pix"
"91916";2016-03-16 00:00:00,000;"5540";"Mobília";"Sudeste";24;1013,96;0,1;4;2,4;"Pix"
"15908";2009-10-17 00:00:00,000;"4697";"Mobília";"Sudeste";13;319,33;0,25;25;1,6;"Pix"
"23193";2022-10-04 00:00:00,000;"2142";"Mobília";"Sudeste";23;54,72;0,07;9;4;"Pix"
"80781";2017-02-05 00:00:00,000;"3848";"Mobília";"Sudeste";19;34,31;0,12;3;4,4;"Pix"
"85968";2004-10-05 00:00:00,000;"5151";"Mobília";"Sudeste";9;897,05;0,23;16;3,7;"Pix"
"69801";2022-05-12 00:00:00,000;"5542";"Mobília";"Sudeste";16;77,72;0,15;22;3,4;"Pix"
"62689";2016-09-11 00:00:00,000;"5908";"Mobília";"Sudeste";2;160,67;0,2;11;4,2;"Pix"
"33637";2013-01-31 00:00:00,000;"5297";"Mobília";"Sudeste";11;171,48;0,02;6;4,4;"Pix"
"79625";2022-05-23 00:00:00,000;"6988";"Mobília";"Sudeste";2;15,27;0,01;26;4,5;"Pix"
"81026";2015-05-14 00:00:00,000;"5663";"Mobília";"Sudeste";19;25,38;0,13;12;3,3;"Pix"
"43390";2012-03-03 00:00:00,000;"1068";"Mobília";"Sudeste";4;35,88;0,26;7;2,2;"Pix"
"27522";2008-11-13 00:00:00,000;"1175";"Mobília";"Sudeste";6;1099,76;0,19;12;3,1;"Pix"
"56024";2013-08-05 00:00:00,000;"2329";"Mobília";"Sudeste";13;73,28;0,09;2;2,8;"Pix"
"21962";2022-09-17 00:00:00,000;"5797";"Mobília";"Sudeste";10;22,01;0,13;8;3,8;"Pix"
"64503";2009-07-06 00:00:00,000;"1231";"Mobília";"Sudeste";10;72,08;0,07;13;4;"Pix"
"55767";2021-07-20 00:00:00,000;"4382";"Mobília";"Sudeste";25;162,8;0,01;3;4,3;"Pix"
"16356";2014-05-12 00:00:00,000;"3886";"Mobília";"Sudeste";8;886,48;0,14;27;4,8;"Pix"
"73361";2005-09-18 00:00:00,000;"3698";"Mobília";"Sudeste";2;24,53;0,07;27;3;"Pix"
"60743";2018-10-01 00:00:00,000;"3218";"Mobília";"Sudeste";26;547,13;0,28;7;3,2;"Pix"
"101474";2015-02-11 00:00:00,000;"4958";"Mobília";"Sudeste";4;26,22;0,23;16;4,5;"Pix"
"89778";2020-10-20 00:00:00,000;"1993";"Mobília";"Sudeste";12;38,79;0,22;28;3,7;"Pix"
"86476";2020-07-04 00:00:00,000;"1801";"Mobília";"Sudeste";25;7,23;0,07;9;1;"Pix"
"58971";2023-10-11 00:00:00,000;"4329";"Mobília";"Sudeste";18;920,02;0,04;8;4,5;"Pix"
"109814";2020-03-27 00:00:00,000;"6103";"Mobília";"Sudeste";21;413,87;0,06;7;2,3;"Pix"
"26976";2024-12-21 00:00:00,000;"5849";"Mobília";"Sudeste";4;22,16;0,16;1;4,4;"Pix"
"51133";2004-10-14 00:00:00,000;"5224";"Mobília";"Sudeste";21;11,99;0,02;27;4,8;"Pix"
"17153";2016-05-30 00:00:00,000;"4550";"Mobília";"Sudeste";8;1056,23;0,06;6;4,6;"Pix"
"71734";2004-02-22 00:00:00,000;"1897";"Mobília";"Sudeste";3;39,74;0,23;12;4,4;"Pix"
"94213";2025-04-21 00:00:00,000;"5726";"Mobília";"Sudeste";2;6,34;0,11;23;1,2;"Pix"
"57538";2022-09-17 00:00:00,000;"6864";"Mobília";"Sudeste";15;182,59;0,1;21;4,3;"Pix"
"112767";2014-07-23 00:00:00,000;"4550";"Mobília";"Sudeste";3;2,69;0,21;27;2,9;"Pix"
"64328";2023-07-16 00:00:00,000;"3043";"Mobília";"Sudeste";19;899,35;0,02;28;3,6;"Pix"
"30119";2020-04-14 00:00:00,000;"1935";"Mobília";"Sudeste";17;9,27;0,23;14;3,1;"Pix"
"15186";2012-11-27 00:00:00,000;"3058";"Mobília";"Sudeste";3;73,31;0,29;23;2,7;"Pix"
"52313";2008-04-10 00:00:00,000;"2037";"Mobília";"Sudeste";3;101,38;0,22;6;2,5;"Pix"
"75675";2016-06-28 00:00:00,000;"1976";"Mobília";"Sudeste";24;36,53;0,18;14;3,3;"Pix"
"99224";2006-06-11 00:00:00,000;"3436";"Mobília";"Sudeste";4;6,69;0,24;4;4,7;"Pix"
"99696";2023-02-02 00:00:00,000;"4197";"Mobília";"Sudeste";17;360,98;0,08;9;2,9;"Pix"
"30081";2022-03-03 00:00:00,000;"1143";"Mobília";"Sudeste";22;259,79;0,02;7;4;"Pix"
"107813";2022-08-17 00:00:00,000;"3904";"Mobília";"Sudeste";5;907,56;0,05;26;4,6;"Pix"
"74706";2022-08-03 00:00:00,000;"5703";"Mobília";"Sudeste";9;44,17;0,14;2;4,1;"Pix"
"37416";2009-07-19 00:00:00,000;"2958";"Mobília";"Sudeste";6;11,68;0,2;2;3,9;"Pix"
"51533";2005-03-27 00:00:00,000;"1988";"Mobília";"Sudeste";5;13,86;0,19;15;3,6;"Pix"
"68875";2010-03-28 00:00:00,000;"6874";"Mobília";"Sudeste";8;1098,89;0,1;3;4,4;"Pix"
"108733";2013-11-22 00:00:00,000;"2519";"Mobília";"Sudeste";11;42,53;0,15;10;4,8;"Pix"
"28709";2013-03-07 00:00:00,000;"6239";"Mobília";"Sudeste";12;10,84;0,3;28;3,8;"Pix"
"78844";2026-01-01 00:00:00,000;"2760";"Mobília";"Sudeste";25;47,87;0,05;3;1,4;"Pix"
"87678";2020-06-16 00:00:00,000;"1821";"Mobília";"Sudeste";5;3,86;0,06;1;3,9;"Pix"
"38819";2015-06-17 00:00:00,000;"3137";"Mobília";"Sudeste";11;115,26;0,17;28;3,6;"Pix"
"19072";2016-10-17 00:00:00,000;"1289";"Mobília";"Sudeste";28;5,61;0,04;22;4,4;"Pix"
"85827";2015-12-22 00:00:00,000;"2915";"Mobília";"Sudeste";6;10,74;0,29;5;4,5;"Pix"
"85124";2007-12-13 00:00:00,000;"3680";"Mobília";"Sudeste";8;957,7;0,17;7;4,3;"Pix"
"25022";2011-08-23 00:00:00,000;"1761";"Mobília";"Sudeste";2;2,41;0,26;25;3,7;"Pix"
"32896";2023-04-05 00:00:00,000;"1062";"Mobília";"Sudeste";2;81,42;0,06;20;4,4;"Pix"
"53037";2008-11-27 00:00:00,000;"6764";"Mobília";"Sudeste";22;664,11;0,05;18;4,1;"Pix"
"94955";2017-06-08 00:00:00,000;"3519";"Mobília";"Sudeste";11;175;0,23;2;3,4;"Pix"
"73191";2012-06-10 00:00:00,000;"6296";"Mobília";"Sudeste";20;760,19;0,3;1;2,5;"Pix"
"22138";2025-06-24 00:00:00,000;"3835";"Mobília";"Sudeste";28;19,89;0,15;17;2,8;"Pix"
"44162";2015-03-31 00:00:00,000;"1906";"Mobília";"Sudeste";17;22,91;0,1;8;3,3;"Pix"
"109661";2004-08-30 00:00:00,000;"6805";"Mobília";"Sudeste";3;11,39;0,08;22;3,8;"Pix"
"102395";2011-09-06 00:00:00,000;"2080";"Mobília";"Sudeste";7;55,17;0,07;17;4,8;"Pix"
"29002";2012-05-27 00:00:00,000;"4170";"Mobília";"Sudeste";2;54,23;0,28;1;4,1;"Pix"
"75091";2005-07-02 00:00:00,000;"1907";"Mobília";"Sudeste";24;315,27;0,09;2;3,7;"Pix"
"50666";2022-06-05 00:00:00,000;"5208";"Mobília";"Sudeste";21;145,48;0,08;24;4,7;"Pix"
"29199";2019-05-10 00:00:00,000;"6058";"Mobília";"Sudeste";25;331,97;0,22;3;4,2;"Pix"
"35955";2021-11-12 00:00:00,000;"5896";"Mobília";"Sudeste";27;374,45;0,12;21;4,9;"Pix"
"27111";2010-11-26 00:00:00,000;"2299";"Mobília";"Sudeste";17;7,56;0,24;13;4,9;"Pix"
"86764";2004-06-18 00:00:00,000;"4697";"Mobília";"Sudeste";2;12,39;0,17;7;3,1;"Pix"
"57126";2025-02-22 00:00:00,000;"4960";"Mobília";"Sudeste";4;108,07;0,19;13;2,3;"Pix"
"99021";2013-01-11 00:00:00,000;"4529";"Pets";"Sudeste";19;8,98;0,29;1;1,8;"Pix"
"21992";2020-02-12 00:00:00,000;"1672";"Pets";"Sudeste";9;833,16;0,17;24;3,9;"Pix"
"46979";2012-01-02 00:00:00,000;"3125";"Pets";"Sudeste";6;62,69;0,2;13;2,1;"Pix"
"45500";2006-06-13 00:00:00,000;"3329";"Pets";"Sudeste";17;74,42;0,07;9;3,3;"Pix"
"59892";2017-05-31 00:00:00,000;"1788";"Pets";"Sudeste";26;25,22;0,18;22;3,1;"Pix"
"17130";2023-08-25 00:00:00,000;"4968";"Pets";"Sudeste";5;16,33;0,3;6;3,6;"Pix"
"25075";2004-03-27 00:00:00,000;"5839";"Pets";"Sudeste";16;6,48;0,2;15;3,1;"Pix"
"63331";2012-08-13 00:00:00,000;"2214";"Pets";"Sudeste";23;26,63;0,26;26;4,1;"Pix"
"49580";2022-01-13 00:00:00,000;"6397";"Pets";"Sudeste";2;90,49;0,1;17;2,6;"Pix"
"102873";2018-03-25 00:00:00,000;"4734";"Pets";"Sudeste";6;81,35;0,04;7;3,8;"Pix"
"36917";2014-09-22 00:00:00,000;"6727";"Pets";"Sudeste";6;38,32;0,19;12;3,9;"Pix"
"71765";2016-05-19 00:00:00,000;"1810";"Pets";"Sudeste";3;81,02;0,06;15;4;"Pix"
"54837";2009-10-31 00:00:00,000;"4366";"Pets";"Sudeste";22;9,94;0,1;17;3,6;"Pix"
"37476";2015-02-23 00:00:00,000;"2563";"Pets";"Sudeste";22;11,88;0,19;25;3,4;"Pix"
"75668";2009-03-10 00:00:00,000;"5366";"Pets";"Sudeste";11;8,84;0,27;2;2,1;"Pix"
"43054";2019-02-05 00:00:00,000;"4753";"Pets";"Sudeste";10;221,14;0,26;12;3,6;"Pix"
"85120";2010-05-02 00:00:00,000;"6374";"Pets";"Sudeste";2;9,6;0,13;17;4;"Pix"
"111895";2018-04-30 00:00:00,000;"2794";"Pets";"Sudeste";2;55,28;0,09;26;4,6;"Pix"
"50996";2011-02-13 00:00:00,000;"5605";"Pets";"Sudeste";8;246,34;0,3;26;4,5;"Pix"
"71987";2025-02-15 00:00:00,000;"2330";"Pets";"Sudeste";20;42,75;0,03;28;2,6;"Pix"
"101778";2009-04-21 00:00:00,000;"3850";"Pets";"Sudeste";4;526,13;0,26;11;3,2;"Pix"
"21332";2005-01-21 00:00:00,000;"6062";"Pets";"Sudeste";7;19,45;0,07;11;4,2;"Pix"
"32327";2015-08-01 00:00:00,000;"6944";"Pets";"Sudeste";9;991,88;0,16;19;4,3;"Pix"
"23711";2013-12-11 00:00:00,000;"1535";"Pets";"Sudeste";6;4,78;0,27;15;3,8;"Pix"
"72755";2018-11-04 00:00:00,000;"1502";"Pets";"Sudeste";2;3,88;0,07;2;3;"Pix"
"103138";2018-02-17 00:00:00,000;"4817";"Pets";"Sudeste";4;198,98;0,14;28;4,5;"Pix"
"113938";2018-08-09 00:00:00,000;"5064";"Pets";"Sudeste";4;13,2;0,04;27;4,1;"Pix"
"100187";2007-04-18 00:00:00,000;"1213";"Pets";"Sudeste";9;242,82;0,15;10;3,9;"Pix"
"39322";2014-07-07 00:00:00,000;"5195";"Pets";"Sudeste";7;56,97;0,04;26;3,1;"Pix"
"66743";2011-04-04 00:00:00,000;"3873";"Pets";"Sudeste";3;3,43;0,28;2;4,5;"Pix"
"36318";2013-01-30 00:00:00,000;"4180";"Pets";"Sudeste";3;7,4;0,09;7;3,9;"Pix"
"75475";2005-03-22 00:00:00,000;"3457";"Pets";"Sudeste";5;6,87;0,05;3;4,1;"Pix"
"106091";2013-04-16 00:00:00,000;"4508";"Pets";"Sudeste";13;12,02;0,04;26;3,3;"Pix"
"61747";2010-11-15 00:00:00,000;"3432";"Pets";"Sudeste";16;442,41;0,04;24;4,7;"Pix"
"27884";2022-03-17 00:00:00,000;"6135";"Pets";"Sudeste";5;393,18;0,17;13;3,3;"Pix"
"71681";2021-04-01 00:00:00,000;"5446";"Pets";"Sudeste";8;2,09;0,16;18;3,9;"Pix"
"66326";2022-11-28 00:00:00,000;"2953";"Pets";"Sudeste";3;2,21;0,25;13;4,7;"Pix"
"47558";2014-09-10 00:00:00,000;"2467";"Pets";"Sudeste";15;48,49;0,18;20;2,6;"Pix"
"88914";2010-03-19 00:00:00,000;"2478";"Pets";"Sudeste";5;38,73;0,21;19;4,5;"Pix"
"70654";2012-12-22 00:00:00,000;"4874";"Pets";"Sudeste";2;77,84;0,25;7;4,3;"Pix"
"17394";2014-05-27 00:00:00,000;"6229";"Pets";"Sudeste";8;13,68;0,29;11;4,1;"Pix"
"32960";2005-10-06 00:00:00,000;"2039";"Pets";"Sudeste";12;9,05;0,15;2;4,3;"Pix"
"113408";2008-10-09 00:00:00,000;"5970";"Pets";"Sudeste";17;7,18;0,19;26;4,7;"Pix"
"108412";2014-08-19 00:00:00,000;"5019";"Pets";"Sudeste";18;928,93;0,29;2;3,1;"Pix"
"92000";2022-01-01 00:00:00,000;"3489";"Pets";"Sudeste";12;6,21;0,23;6;3,9;"Pix"
"97330";2020-12-24 00:00:00,000;"5210";"Pets";"Sudeste";15;6,17;0,15;23;2,3;"Pix"
"24092";2019-10-27 00:00:00,000;"5827";"Pets";"Sudeste";24;216,66;0,26;17;4,7;"Pix"
"108620";2008-07-21 00:00:00,000;"2170";"Pets";"Sudeste";29;420,82;0,04;17;2,8;"Pix"
"46830";2014-07-15 00:00:00,000;"5787";"Pets";"Sudeste";4;149,62;0,14;21;3;"Pix"
"56127";2007-04-29 00:00:00,000;"5329";"Pets";"Sudeste";15;197,59;0,25;27;4;"Pix"
"48208";2004-12-16 00:00:00,000;"4516";"Pets";"Sudeste";19;193,66;0,26;1;4,4;"Pix"
"85128";2006-04-09 00:00:00,000;"3294";"Pets";"Sudeste";2;57,82;0,21;6;2,6;"Pix"
"93267";2007-09-18 00:00:00,000;"1545";"Pets";"Sudeste";4;2,35;0,08;24;2,6;"Pix"
"72577";2023-06-18 00:00:00,000;"6726";"Pets";"Sudeste";27;2,79;0,06;14;4,2;"Pix"
"51899";2004-06-13 00:00:00,000;"1742";"Pets";"Sudeste";3;23,51;0,14;19;4,6;"Pix"
"45747";2013-02-02 00:00:00,000;"1124";"Pets";"Sudeste";14;5,81;0,17;18;4,6;"Pix"
"21372";2010-09-22 00:00:00,000;"4652";"Pets";"Sudeste";16;4,36;0,28;2;3,1;"Pix"
"68541";2008-09-02 00:00:00,000;"5133";"Pets";"Sudeste";8;24,09;0,26;23;4,6;"Pix"
"27881";2009-02-05 00:00:00,000;"2676";"Pets";"Sudeste";2;760,81;0,28;3;4,8;"Pix"
"28776";2023-07-28 00:00:00,000;"1210";"Pets";"Sudeste";3;2,67;0,2;7;2,9;"Pix"
"67997";2018-03-19 00:00:00,000;"2500";"Pets";"Sudeste";2;67,02;0,14;11;3,9;"Pix"
"93216";2013-06-27 00:00:00,000;"6021";"Pets";"Sudeste";5;3,16;0,07;27;4,2;"Pix"
"32789";2017-04-20 00:00:00,000;"4407";"Pets";"Sudeste";7;133,78;0,04;21;3,5;"Pix"
"24135";2006-12-02 00:00:00,000;"2182";"Pets";"Sudeste";19;226,19;0,16;22;2,1;"Pix"
"102132";2013-06-01 00:00:00,000;"3699";"Pets";"Sudeste";25;25,28;0,03;11;3,9;"Pix"
"103469";2004-08-09 00:00:00,000;"3273";"Pets";"Sudeste";24;949,23;0,15;6;4,9;"Pix"
"76544";2020-10-11 00:00:00,000;"3127";"Pets";"Sudeste";24;95,56;0,04;26;2,5;"Pix"
"95766";2009-03-04 00:00:00,000;"1139";"Pets";"Sudeste";9;14,36;0,24;8;3,9;"Pix"
"53215";2017-11-13 00:00:00,000;"6990";"Pets";"Sudeste";5;938,72;0,16;10;4;"Pix"
"62416";2026-05-06 00:00:00,000;"5604";"Pets";"Sudeste";5;411,98;0,29;10;4,4;"Pix"
"43501";2004-09-21 00:00:00,000;"1660";"Pets";"Sudeste";10;2,01;0,05;14;3,4;"Pix"
"54073";2025-05-20 00:00:00,000;"6545";"Pets";"Sudeste";29;9,42;0,25;12;4,1;"Pix"
"42034";2020-10-05 00:00:00,000;"3846";"Pets";"Sudeste";25;304,23;0,12;13;3,7;"Pix"
"114363";2018-10-20 00:00:00,000;"1894";"Pets";"Sudeste";24;573,49;0,06;21;4,9;"Pix"
"41800";2004-04-16 00:00:00,000;"1940";"Pets";"Sudeste";10;58;0,11;21;4,8;"Pix"
"80029";2024-09-16 00:00:00,000;"6560";"Pets";"Sudeste";2;297,42;0,12;14;4;"Pix"
"103443";2015-01-14 00:00:00,000;"6573";"Pets";"Sudeste";20;55,25;0,29;19;4,1;"Pix"
"19774";2006-10-18 00:00:00,000;"4221";"Pets";"Sudeste";2;82,55;0,2;20;2,8;"Pix"
"92802";2017-08-12 00:00:00,000;"4568";"Pets";"Sudeste";9;273,18;0,02;5;3,7;"Pix"
"91688";2011-03-30 00:00:00,000;"1068";"Pets";"Sudeste";12;5,04;0,12;12;2,7;"Pix"
"52657";2007-06-16 00:00:00,000;"4949";"Pets";"Sudeste";16;316,6;0,06;5;3,8;"Pix"
"42195";2016-07-13 00:00:00,000;"3746";"Pets";"Sudeste";4;224,28;0,26;28;2,3;"Pix"
"33882";2016-09-30 00:00:00,000;"3991";"Pets";"Sudeste";23;22,06;0,11;2;3,5;"Pix"
"35577";2016-11-14 00:00:00,000;"5678";"Pets";"Sudeste";9;12,47;0,02;13;4,9;"Pix"
"94252";2019-02-14 00:00:00,000;"6200";"Pets";"Sudeste";4;306,42;0,01;16;3,5;"Pix"
"20912";2004-04-07 00:00:00,000;"1174";"Pets";"Sudeste";6;130,49;0,09;7;4,6;"Pix"
"50573";2010-07-09 00:00:00,000;"4606";"Pets";"Sudeste";12;9,5;0,26;16;3,6;"Pix"
"26287";2007-12-06 00:00:00,000;"6734";"Pets";"Sudeste";4;581,51;0,1;24;3,2;"Pix"
"105138";2009-01-20 00:00:00,000;"5914";"Pets";"Sudeste";12;199,28;0,29;2;3,6;"Pix"
"38131";2024-10-09 00:00:00,000;"2410";"Pets";"Sudeste";2;479,21;0,26;20;3,3;"Pix"
"31585";2013-02-17 00:00:00,000;"1558";"Pets";"Sudeste";9;44,31;0,18;6;3,6;"Pix"
"28961";2010-09-26 00:00:00,000;"1489";"Pets";"Sudeste";5;7,06;0,08;6;4,4;"Pix"
"71241";2013-11-27 00:00:00,000;"4403";"Pets";"Sudeste";4;913,68;0,3;25;4,9;"Pix"
"60346";2010-12-29 00:00:00,000;"1364";"Pets";"Sudeste";22;29,86;0,11;5;2,8;"Pix"
"38115";2014-01-26 00:00:00,000;"6039";"Pets";"Sudeste";9;69,32;0,2;21;3,2;"Pix"
"51081";2020-09-13 00:00:00,000;"2467";"Pets";"Sudeste";26;2,82;0,2;14;3,6;"Pix"
"102580";2017-06-19 00:00:00,000;"6501";"Pets";"Sudeste";12;11,42;0,01;9;4,9;"Pix"
"102563";2011-10-19 00:00:00,000;"4173";"Pets";"Sudeste";13;21,35;0,07;24;4,6;"Pix"
"81291";2018-07-19 00:00:00,000;"6803";"Pets";"Sudeste";25;166,45;0,02;11;2,8;"Pix"
