Data do Pedido;Categoria Produto;Região;Quantidade Vedida;Preço Unitário;Desconto;Quantidade de Dias Entrega;Avaliação do Cliente;Metodo de Pagamento;Valor total venda;Valor total desconto aplicado;Data do Pedido Dia;Data do Pedido Mês;Data do Pedido Ano
2020-12-25 00:00:00,000;"Grocery";"Sul";13;208,23;0,15;7;5;"Boleto";2300,9415;406,0485;"25";"12";"2020"
2011-03-31 00:00:00,000;"Grocery";"Sul";11;13,58;0,04;5;5;"Boleto";143,4048;5,9752;"31";"03";"2011"
2023-02-09 00:00:00,000;"Grocery";"Sul";28;7,25;0,3;10;5;"Boleto";142,1;60,899999999999991;"09";"02";"2023"
2015-10-26 00:00:00,000;"Grocery";"Sul";21;5,47;0,15;4;5;"Boleto";97,6395;17,2305;"26";"10";"2015"
2021-06-24 00:00:00,000;"Grocery";"Sul";12;5,74;0,17;8;5;"Boleto";57,1704;11,709600000000002;"24";"06";"2021"
2009-04-08 00:00:00,000;"Grocery";"Sul";14;128,01;0,07;20;5;"Boleto";1666,6901999999998;125,44980000000001;"08";"04";"2009"
2012-02-08 00:00:00,000;"Grocery";"Sul";8;668,64;0,21;9;5;"Boleto";4225,8048;1123,3152;"08";"02";"2012"
2010-08-10 00:00:00,000;"Grocery";"Sul";5;2,39;0,04;12;5;"Boleto";11,472;0,47800000000000004;"10";"08";"2010"
2012-06-09 00:00:00,000;"Grocery";"Sul";17;3,16;0,13;2;5;"Boleto";46,7364;6,9836000000000009;"09";"06";"2012"
2024-08-30 00:00:00,000;"Grocery";"Sul";3;771,44;0,28;8;5;"Boleto";1666,3103999999998;648,00960000000009;"30";"08";"2024"
2024-03-28 00:00:00,000;"Grocery";"Sul";5;186;0,17;4;5;"Boleto";771,9;158,1;"28";"03";"2024"
2014-06-01 00:00:00,000;"Grocery";"Sul";5;26,77;0,16;7;5;"Boleto";112,434;21,416;"01";"06";"2014"
2021-05-27 00:00:00,000;"Grocery";"Sul";9;3,5;0,16;3;5;"Boleto";26,46;5,0400000000000009;"27";"05";"2021"
2004-03-02 00:00:00,000;"Grocery";"Sul";28;53,63;0,23;10;5;"Boleto";1156,2628000000002;345,3772;"02";"03";"2004"
2026-01-14 00:00:00,000;"Grocery";"Sul";11;983,57;0,17;1;5;"Boleto";8979,9941;1839,2759;"14";"01";"2026"
2017-10-01 00:00:00,000;"Grocery";"Sul";13;600,1;0,23;8;5;"Boleto";6007,001;1794,2990000000004;"01";"10";"2017"
2013-05-02 00:00:00,000;"Grocery";"Sul";24;391,39;0,03;16;5;"Boleto";9111,5592;281,8008;"02";"05";"2013"
2013-12-29 00:00:00,000;"Grocery";"Sul";11;6,06;0,08;7;5;"Boleto";61,3272;5,3328;"29";"12";"2013"
2020-06-25 00:00:00,000;"Grocery";"Sul";2;59,8;0,23;13;5;"Boleto";92,092;27,508;"25";"06";"2020"
2004-12-24 00:00:00,000;"Grocery";"Sul";5;11,2;0,22;1;5;"Boleto";43,679999999999993;12,32;"24";"12";"2004"
2018-07-29 00:00:00,000;"Grocery";"Sul";4;37,88;0,18;9;5;"Boleto";124,24640000000001;27,273600000000002;"29";"07";"2018"
2012-04-01 00:00:00,000;"Grocery";"Sul";12;6,4;0,07;19;5;"Boleto";71,424;5,3760000000000012;"01";"04";"2012"
2005-12-06 00:00:00,000;"Grocery";"Sul";4;18,76;0,23;8;5;"Boleto";57,7808;17,259200000000003;"06";"12";"2005"
2026-08-01 00:00:00,000;"Grocery";"Sul";9;406,31;0,07;16;5;"Boleto";3400,8147;255,97530000000003;"01";"08";"2026"
2020-02-08 00:00:00,000;"Grocery";"Sul";20;862,61;0,04;11;5;"Boleto";16562,112;690,08800000000008;"08";"02";"2020"
2010-09-24 00:00:00,000;"Grocery";"Sul";5;13;0,15;13;5;"Boleto";55,25;9,75;"24";"09";"2010"
2014-08-10 00:00:00,000;"Grocery";"Sul";6;133,79;0,15;12;5;"Boleto";682,329;120,41099999999997;"10";"08";"2014"
2018-02-16 00:00:00,000;"Grocery";"Sul";4;16,53;0,17;13;5;"Boleto";54,8796;11,240400000000001;"16";"02";"2018"
2010-01-26 00:00:00,000;"Grocery";"Sul";4;101,99;0,2;13;5;"Boleto";326,368;81,592;"26";"01";"2010"
2009-02-12 00:00:00,000;"Grocery";"Sul";15;35,55;0,22;2;5;"Boleto";415,935;117,315;"12";"02";"2009"
2016-03-12 00:00:00,000;"Grocery";"Sul";14;29,69;0,1;10;5;"Boleto";374,094;41,566;"12";"03";"2016"
2010-06-18 00:00:00,000;"Grocery";"Sul";19;18,92;0,02;22;5;"Boleto";352,29040000000003;7,1896000000000013;"18";"06";"2010"
2017-01-11 00:00:00,000;"Grocery";"Sul";11;372,58;0,25;1;5;"Boleto";3073,785;1024,595;"11";"01";"2017"
2012-01-19 00:00:00,000;"Grocery";"Sul";2;7,82;0,05;4;5;"Boleto";14,858;0,782;"19";"01";"2012"
2021-04-23 00:00:00,000;"Grocery";"Sul";3;265,72;0,08;5;5;"Boleto";733,38720000000012;63,772800000000011;"23";"04";"2021"
2011-09-28 00:00:00,000;"Grocery";"Sul";28;5,47;0,15;6;5;"Boleto";130,18599999999998;22,973999999999997;"28";"09";"2011"
2022-03-01 00:00:00,000;"Grocery";"Sul";23;843,51;0,1;2;5;"Boleto";17460,657;1940,0729999999999;"01";"03";"2022"
2007-12-03 00:00:00,000;"Grocery";"Sul";2;3,99;0,07;9;5;"Boleto";7,4214;0,5586000000000001;"03";"12";"2007"
2007-05-05 00:00:00,000;"Grocery";"Sul";13;244,03;0,15;1;5;"Boleto";2696,5315;475,85850000000005;"05";"05";"2007"
2024-03-07 00:00:00,000;"Grocery";"Sul";2;698,06;0,09;2;5;"Boleto";1270,4692;125,65079999999999;"07";"03";"2024"
2017-12-20 00:00:00,000;"Grocery";"Sul";8;4,38;0,27;10;5;"Boleto";25,5792;9,4608;"20";"12";"2017"
2023-05-12 00:00:00,000;"Grocery";"Sul";13;246,58;0,24;18;5;"Boleto";2436,2104;769,3296;"12";"05";"2023"
2026-05-12 00:00:00,000;"Grocery";"Sul";6;13,49;0,02;19;5;"Boleto";79,3212;1,6187999999999998;"12";"05";"2026"
2013-03-12 00:00:00,000;"Grocery";"Sul";24;967,41;0,27;17;5;"Boleto";16949,0232;6268,8168;"12";"03";"2013"
2008-10-29 00:00:00,000;"Grocery";"Sul";3;51,66;0,02;5;5;"Boleto";151,88039999999998;3,0995999999999997;"29";"10";"2008"
2013-05-06 00:00:00,000;"Grocery";"Sul";17;3,42;0,03;12;5;"Boleto";56,3958;1,7442;"06";"05";"2013"
2015-04-04 00:00:00,000;"Grocery";"Sul";8;85,99;0,22;14;5;"Boleto";536,5776;151,3424;"04";"04";"2015"
2023-01-30 00:00:00,000;"Casa";"Sul";17;26,84;0,1;2;5;"Boleto";410,652;45,628;"30";"01";"2023"
2020-03-15 00:00:00,000;"Casa";"Sul";2;7,07;0,2;6;5;"Boleto";11,312000000000001;2,8280000000000003;"15";"03";"2020"
2011-05-03 00:00:00,000;"Casa";"Sul";17;39,97;0,13;11;5;"Boleto";591,1563;88,333700000000007;"03";"05";"2011"
2006-12-25 00:00:00,000;"Casa";"Sul";12;79,89;0,13;16;5;"Boleto";834,0516;124,6284;"25";"12";"2006"
2016-09-07 00:00:00,000;"Casa";"Sul";6;9,59;0,16;2;5;"Boleto";48,333600000000004;9,2064;"07";"09";"2016"
2014-04-02 00:00:00,000;"Casa";"Sul";7;55,8;0,05;7;5;"Boleto";371,07;19,53;"02";"04";"2014"
2012-05-13 00:00:00,000;"Casa";"Sul";6;19,39;0,17;10;5;"Boleto";96,56219999999999;19,777800000000003;"13";"05";"2012"
2023-05-28 00:00:00,000;"Casa";"Sul";22;3,03;0,26;9;5;"Boleto";49,3284;17,331599999999998;"28";"05";"2023"
2020-10-28 00:00:00,000;"Casa";"Sul";6;117,4;0,2;13;5;"Boleto";563,52;140,88000000000002;"28";"10";"2020"
2015-03-18 00:00:00,000;"Casa";"Sul";8;8,21;0,2;6;5;"Boleto";52,544000000000004;13,136000000000003;"18";"03";"2015"
2009-02-01 00:00:00,000;"Casa";"Sul";28;442,98;0,21;2;5;"Boleto";9798,7176;2604,7224;"01";"02";"2009"
2009-12-12 00:00:00,000;"Casa";"Sul";12;32,49;0,09;1;5;"Boleto";354,79080000000005;35,089200000000005;"12";"12";"2009"
2023-10-25 00:00:00,000;"Casa";"Sul";27;365,25;0,08;1;5;"Boleto";9072,81;788,93999999999994;"25";"10";"2023"
2010-07-27 00:00:00,000;"Casa";"Sul";3;5,64;0,07;18;5;"Boleto";15,735599999999998;1,1844000000000001;"27";"07";"2010"
2007-01-22 00:00:00,000;"Casa";"Sul";14;66,17;0,02;5;5;"Boleto";907,8524;18,527600000000003;"22";"01";"2007"
2016-11-13 00:00:00,000;"Casa";"Sul";3;240,15;0,12;8;5;"Boleto";633,996;86,454;"13";"11";"2016"
2010-05-20 00:00:00,000;"Casa";"Sul";27;10,35;0,13;13;5;"Boleto";243,1215;36,3285;"20";"05";"2010"
2007-11-04 00:00:00,000;"Casa";"Sul";2;33,37;0,16;12;5;"Boleto";56,0616;10,6784;"04";"11";"2007"
2011-06-25 00:00:00,000;"Casa";"Sul";7;662,49;0,09;4;5;"Boleto";4220,0613;417,3687;"25";"06";"2011"
2017-03-20 00:00:00,000;"Casa";"Sul";18;394,52;0,28;2;5;"Boleto";5112,9792;1988,3808000000001;"20";"03";"2017"
2009-12-27 00:00:00,000;"Casa";"Sul";16;6,51;0,04;1;5;"Boleto";99,9936;4,1664;"27";"12";"2009"
2008-01-07 00:00:00,000;"Casa";"Sul";5;257,3;0,09;18;5;"Boleto";1170,715;115,785;"07";"01";"2008"
2019-04-06 00:00:00,000;"Casa";"Sul";2;50,49;0,07;8;5;"Boleto";93,9114;7,0686000000000009;"06";"04";"2019"
2016-04-28 00:00:00,000;"Casa";"Sul";28;309,04;0,06;1;5;"Boleto";8133,9328000000005;519,18720000000008;"28";"04";"2016"
2017-11-19 00:00:00,000;"Casa";"Sul";8;80,61;0,01;19;5;"Boleto";638,4312;6,4488;"19";"11";"2017"
2025-05-23 00:00:00,000;"Casa";"Sul";23;418,18;0,1;3;5;"Boleto";8656,3260000000009;961,81400000000008;"23";"05";"2025"
2023-02-16 00:00:00,000;"Casa";"Sul";5;281,15;0,08;8;5;"Boleto";1293,2899999999997;112,45999999999998;"16";"02";"2023"
2018-08-28 00:00:00,000;"Casa";"Sul";13;30,43;0,18;9;5;"Boleto";324,3838;71,2062;"28";"08";"2018"
2004-06-06 00:00:00,000;"Casa";"Sul";9;15,94;0,08;1;5;"Boleto";131,9832;11,476799999999999;"06";"06";"2004"
2013-11-09 00:00:00,000;"Casa";"Sul";18;300,6;0,23;8;5;"Boleto";4166,3160000000007;1244,4840000000002;"09";"11";"2013"
2023-07-01 00:00:00,000;"Casa";"Sul";2;6,85;0,18;8;5;"Boleto";11,234;2,4659999999999997;"01";"07";"2023"
2018-02-06 00:00:00,000;"Casa";"Sul";3;3,56;0,17;5;5;"Boleto";8,8644;1,8156000000000003;"06";"02";"2018"
2015-11-29 00:00:00,000;"Casa";"Sul";2;5,17;0,16;18;5;"Boleto";8,6855999999999991;1,6544;"29";"11";"2015"
2022-04-09 00:00:00,000;"Casa";"Sul";3;8,15;0,11;1;5;"Boleto";21,7605;2,6895000000000002;"09";"04";"2022"
2008-05-20 00:00:00,000;"Casa";"Sul";18;10,66;0,23;7;5;"Boleto";147,7476;44,1324;"20";"05";"2008"
2011-09-26 00:00:00,000;"Casa";"Sul";3;11,97;0,11;3;5;"Boleto";31,959900000000005;3,9501;"26";"09";"2011"
2007-04-26 00:00:00,000;"Casa";"Sul";4;58,04;0,09;12;5;"Boleto";211,2656;20,894399999999997;"26";"04";"2007"
2006-11-22 00:00:00,000;"Casa";"Sul";21;3,7;0,08;20;5;"Boleto";71,484;6,2160000000000011;"22";"11";"2006"
2008-04-05 00:00:00,000;"Casa";"Sul";18;161,35;0,16;9;5;"Boleto";2439,612;464,688;"05";"04";"2008"
2004-10-23 00:00:00,000;"Casa";"Sul";10;29,8;0,23;7;5;"Boleto";229,46;68,54;"23";"10";"2004"
2009-11-12 00:00:00,000;"Casa";"Sul";8;387,62;0,05;14;5;"Boleto";2945,9120000000003;155,048;"12";"11";"2009"
2007-05-01 00:00:00,000;"Casa";"Sul";27;210,07;0,18;19;5;"Boleto";4650,9497999999994;1020,9401999999999;"01";"05";"2007"
2018-08-14 00:00:00,000;"Casa";"Sul";12;3,26;0,07;2;5;"Boleto";36,381599999999992;2,7384000000000004;"14";"08";"2018"
2005-05-20 00:00:00,000;"Casa";"Sul";2;2,97;0,25;1;5;"Boleto";4,455;1,485;"20";"05";"2005"
2007-12-20 00:00:00,000;"Casa";"Sul";2;19,58;0,23;14;5;"Boleto";30,1532;9,0068;"20";"12";"2007"
2023-04-11 00:00:00,000;"Casa";"Sul";15;380,78;0,06;8;5;"Boleto";5368,998;342,702;"11";"04";"2023"
2008-12-09 00:00:00,000;"Casa";"Sul";2;487,58;0,3;9;5;"Boleto";682,612;292,548;"09";"12";"2008"
2026-04-24 00:00:00,000;"Casa";"Sul";16;3,99;0,26;5;5;"Boleto";47,241600000000005;16,5984;"24";"04";"2026"
2012-08-25 00:00:00,000;"Casa";"Sul";20;23,4;0,24;12;5;"Boleto";355,67999999999995;112,32;"25";"08";"2012"
2009-10-12 00:00:00,000;"Casa";"Sul";14;575,08;0,29;6;5;"Boleto";5716,2952000000005;2334,8248;"12";"10";"2009"
2025-07-31 00:00:00,000;"Casa";"Sul";25;60,95;0,01;10;5;"Boleto";1508,5125;15,2375;"31";"07";"2025"
2018-10-02 00:00:00,000;"Casa";"Sul";15;3,28;0,26;3;5;"Boleto";36,408;12,792;"02";"10";"2018"
2004-02-20 00:00:00,000;"Casa";"Sul";2;37,85;0,3;7;5;"Boleto";52,99;22,71;"20";"02";"2004"
2020-08-07 00:00:00,000;"Casa";"Sul";25;38,12;0,27;14;5;"Boleto";695,68999999999994;257,31;"07";"08";"2020"
2020-05-23 00:00:00,000;"Casa";"Sul";3;46,51;0,22;11;5;"Boleto";108,8334;30,696599999999997;"23";"05";"2020"
2017-12-26 00:00:00,000;"Casa";"Sul";23;396,98;0,07;20;5;"Boleto";8491,4022;639,13780000000008;"26";"12";"2017"
2013-01-01 00:00:00,000;"Casa";"Sul";27;846,66;0,16;2;5;"Boleto";19202,248799999998;3657,5712;"01";"01";"2013"
2014-05-08 00:00:00,000;"Casa";"Sul";11;146,89;0,24;6;5;"Boleto";1228,0004;387,7896;"08";"05";"2014"
2016-09-03 00:00:00,000;"Casa";"Sul";3;1099,31;0,1;3;5;"Boleto";2968,1369999999997;329,793;"03";"09";"2016"
2007-01-09 00:00:00,000;"Casa";"Sul";2;22,06;0,07;13;5;"Boleto";41,0316;3,0884;"09";"01";"2007"
2021-02-09 00:00:00,000;"Casa";"Sul";10;214,53;0,26;16;5;"Boleto";1587,5220000000002;557,778;"09";"02";"2021"
2020-07-15 00:00:00,000;"Casa";"Sul";21;58,74;0,26;9;5;"Boleto";912,8196;320,72040000000004;"15";"07";"2020"
2004-04-21 00:00:00,000;"Casa";"Sul";23;7,29;0,25;11;5;"Boleto";125,75250000000001;41,9175;"21";"04";"2004"
2015-08-03 00:00:00,000;"Casa";"Sul";2;83,59;0,06;14;5;"Boleto";157,1492;10,0308;"03";"08";"2015"
2020-12-13 00:00:00,000;"Casa";"Sul";6;230,04;0,01;12;5;"Boleto";1366,4376;13,802399999999999;"13";"12";"2020"
2017-09-01 00:00:00,000;"Casa";"Sul";26;15,66;0,12;2;5;"Boleto";358,3008;48,8592;"01";"09";"2017"
2012-08-15 00:00:00,000;"Casa";"Sul";18;118,3;0,27;1;5;"Boleto";1554,462;574,9380000000001;"15";"08";"2012"
2009-06-28 00:00:00,000;"Casa";"Sul";21;2,82;0,06;5;5;"Boleto";55,666799999999995;3,5532;"28";"06";"2009"
2007-10-02 00:00:00,000;"Casa";"Sul";24;34,17;0,09;9;5;"Boleto";746,27280000000007;73,8072;"02";"10";"2007"
2018-02-12 00:00:00,000;"Casa";"Sul";3;6,7;0,17;10;5;"Boleto";16,683;3,417;"12";"02";"2018"
2013-09-21 00:00:00,000;"Casa";"Sul";27;8,1;0,05;12;5;"Boleto";207,765;10,935;"21";"09";"2013"
2016-11-07 00:00:00,000;"Casa";"Sul";7;154,11;0,23;13;5;"Boleto";830,6529;248,11710000000002;"07";"11";"2016"
2011-05-30 00:00:00,000;"Casa";"Sul";28;251,79;0,14;2;5;"Boleto";6063,1032;987,0168000000001;"30";"05";"2011"
2008-01-28 00:00:00,000;"Casa";"Sul";2;25,48;0,13;8;5;"Boleto";44,3352;6,6248000000000005;"28";"01";"2008"
2022-04-07 00:00:00,000;"Beleza e Cosméticos";"Sul";9;20,18;0,11;19;5;"Boleto";161,6418;19,978199999999998;"07";"04";"2022"
2024-12-04 00:00:00,000;"Beleza e Cosméticos";"Sul";8;439,36;0,19;6;5;"Boleto";2847,0528;667,82720000000006;"04";"12";"2024"
2006-04-23 00:00:00,000;"Beleza e Cosméticos";"Sul";13;2,78;0,29;1;5;"Boleto";25,659399999999998;10,480599999999999;"23";"04";"2006"
2019-07-28 00:00:00,000;"Beleza e Cosméticos";"Sul";16;91,73;0,2;11;5;"Boleto";1174,144;293,536;"28";"07";"2019"
2020-11-14 00:00:00,000;"Beleza e Cosméticos";"Sul";9;69,18;0,14;7;5;"Boleto";535,4532;87,166800000000023;"14";"11";"2020"
2024-03-02 00:00:00,000;"Beleza e Cosméticos";"Sul";5;58,57;0,29;10;5;"Boleto";207,9235;84,92649999999999;"02";"03";"2024"
2009-08-10 00:00:00,000;"Beleza e Cosméticos";"Sul";27;4,02;0,14;10;5;"Boleto";93,344399999999979;15,195599999999999;"10";"08";"2009"
2026-05-27 00:00:00,000;"Beleza e Cosméticos";"Sul";25;629,44;0,02;15;5;"Boleto";15421,280000000002;314,72;"27";"05";"2026"
2010-09-11 00:00:00,000;"Beleza e Cosméticos";"Sul";5;1019,71;0,2;12;5;"Boleto";4078,84;1019,71;"11";"09";"2010"
2013-03-22 00:00:00,000;"Beleza e Cosméticos";"Sul";4;290,69;0,01;4;5;"Boleto";1151,1324;11,6276;"22";"03";"2013"
2017-07-01 00:00:00,000;"Beleza e Cosméticos";"Sul";25;6,24;0,16;8;5;"Boleto";131,04;24,96;"01";"07";"2017"
2014-04-21 00:00:00,000;"Beleza e Cosméticos";"Sul";21;2,11;0,17;1;5;"Boleto";36,7773;7,5327;"21";"04";"2014"
2024-12-23 00:00:00,000;"Beleza e Cosméticos";"Sul";17;139;0,03;12;5;"Boleto";2292,11;70,89;"23";"12";"2024"
2006-10-13 00:00:00,000;"Beleza e Cosméticos";"Sul";11;166,61;0,26;22;5;"Boleto";1356,2054;476,50460000000004;"13";"10";"2006"
2018-03-01 00:00:00,000;"Beleza e Cosméticos";"Sul";3;2,02;0,13;6;5;"Boleto";5,2722;0,78780000000000006;"01";"03";"2018"
2021-11-07 00:00:00,000;"Beleza e Cosméticos";"Sul";2;3,06;0,04;5;5;"Boleto";5,8752;0,24480000000000002;"07";"11";"2021"
2017-09-19 00:00:00,000;"Beleza e Cosméticos";"Sul";20;35,9;0,16;8;5;"Boleto";603,12;114,88;"19";"09";"2017"
2010-01-31 00:00:00,000;"Beleza e Cosméticos";"Sul";7;19;0,14;13;5;"Boleto";114,38;18,62;"31";"01";"2010"
2018-05-22 00:00:00,000;"Beleza e Cosméticos";"Sul";4;25,85;0,23;7;5;"Boleto";79,618;23,782000000000004;"22";"05";"2018"
2013-02-10 00:00:00,000;"Beleza e Cosméticos";"Sul";12;289,01;0,16;1;5;"Boleto";2913,2208;554,8992;"10";"02";"2013"
2017-06-16 00:00:00,000;"Beleza e Cosméticos";"Sul";15;304,37;0,27;8;5;"Boleto";3332,8515;1232,6985;"16";"06";"2017"
2007-07-13 00:00:00,000;"Beleza e Cosméticos";"Sul";9;14,52;0,23;19;5;"Boleto";100,62359999999998;30,0564;"13";"07";"2007"
2010-06-26 00:00:00,000;"Beleza e Cosméticos";"Sul";4;429,1;0,06;4;5;"Boleto";1613,4160000000002;102,984;"26";"06";"2010"
2014-10-02 00:00:00,000;"Beleza e Cosméticos";"Sul";4;131,99;0,04;5;5;"Boleto";506,8416;21,1184;"02";"10";"2014"
2024-12-01 00:00:00,000;"Beleza e Cosméticos";"Sul";7;46,77;0,24;6;5;"Boleto";248,81640000000002;78,5736;"01";"12";"2024"
2004-08-27 00:00:00,000;"Beleza e Cosméticos";"Sul";27;217,21;0,08;20;5;"Boleto";5395,4964;469,17359999999996;"27";"08";"2004"
2016-07-30 00:00:00,000;"Beleza e Cosméticos";"Sul";23;3,62;0,2;9;5;"Boleto";66,608;16,652;"30";"07";"2016"
2022-09-02 00:00:00,000;"Beleza e Cosméticos";"Sul";6;5,32;0,24;11;5;"Boleto";24,259200000000003;7,6608;"02";"09";"2022"
2005-12-13 00:00:00,000;"Beleza e Cosméticos";"Sul";23;18,67;0,12;11;5;"Boleto";377,8808;51,5292;"13";"12";"2005"
2009-05-31 00:00:00,000;"Beleza e Cosméticos";"Sul";12;39,51;0,24;1;5;"Boleto";360,33119999999997;113,78879999999998;"31";"05";"2009"
2011-09-07 00:00:00,000;"Beleza e Cosméticos";"Sul";11;2,26;0,04;1;5;"Boleto";23,8656;0,9944;"07";"09";"2011"
2008-01-03 00:00:00,000;"Beleza e Cosméticos";"Sul";2;32,34;0,08;9;5;"Boleto";59,505600000000008;5,1744;"03";"01";"2008"
2009-07-11 00:00:00,000;"Beleza e Cosméticos";"Sul";13;2,31;0,09;1;5;"Boleto";27,3273;2,7027;"11";"07";"2009"
2011-02-11 00:00:00,000;"Beleza e Cosméticos";"Sul";8;2,62;0,14;12;5;"Boleto";18,0256;2,9344000000000006;"11";"02";"2011"
2012-09-28 00:00:00,000;"Beleza e Cosméticos";"Sul";3;3,7;0,2;4;5;"Boleto";8,879999999999999;2,22;"28";"09";"2012"
2007-12-14 00:00:00,000;"Beleza e Cosméticos";"Sul";3;2,96;0,23;5;5;"Boleto";6,8376;2,0424;"14";"12";"2007"
2021-02-05 00:00:00,000;"Beleza e Cosméticos";"Sul";19;384,17;0,04;20;5;"Boleto";7007,2608;291,9692;"05";"02";"2021"
2012-03-25 00:00:00,000;"Beleza e Cosméticos";"Sul";2;4,78;0,09;15;5;"Boleto";8,6996;0,8604;"25";"03";"2012"
2024-07-30 00:00:00,000;"Beleza e Cosméticos";"Sul";9;14,53;0,15;13;5;"Boleto";111,1545;19,6155;"30";"07";"2024"
2025-06-13 00:00:00,000;"Beleza e Cosméticos";"Sul";11;143,92;0,09;18;5;"Boleto";1440,6391999999998;142,4808;"13";"06";"2025"
2006-06-08 00:00:00,000;"Beleza e Cosméticos";"Sul";23;214,22;0,23;6;5;"Boleto";3793,8361999999997;1133,2238;"08";"06";"2006"
2018-03-09 00:00:00,000;"Beleza e Cosméticos";"Sul";8;43,3;0,21;18;5;"Boleto";273,656;72,743999999999986;"09";"03";"2018"
2011-01-18 00:00:00,000;"Beleza e Cosméticos";"Sul";29;205,07;0,03;1;5;"Boleto";5768,6191;178,4109;"18";"01";"2011"
2022-05-25 00:00:00,000;"Beleza e Cosméticos";"Sul";4;2,99;0,09;1;5;"Boleto";10,883600000000001;1,0764;"25";"05";"2022"
2006-10-24 00:00:00,000;"Beleza e Cosméticos";"Sul";20;342,41;0,19;6;5;"Boleto";5547,042;1301,1580000000001;"24";"10";"2006"
2019-04-19 00:00:00,000;"Beleza e Cosméticos";"Sul";18;158,96;0,17;1;5;"Boleto";2374,8624;486,41760000000005;"19";"04";"2019"
2026-04-07 00:00:00,000;"Beleza e Cosméticos";"Sul";7;3,26;0,06;5;5;"Boleto";21,4508;1,3691999999999998;"07";"04";"2026"
2010-05-14 00:00:00,000;"Beleza e Cosméticos";"Sul";25;99,59;0,2;6;5;"Boleto";1991,8;497,95000000000005;"14";"05";"2010"
2011-11-11 00:00:00,000;"Beleza e Cosméticos";"Sul";5;834,04;0,13;17;5;"Boleto";3628,0739999999996;542,126;"11";"11";"2011"
2006-11-04 00:00:00,000;"Beleza e Cosméticos";"Sul";29;661,24;0,22;15;5;"Boleto";14957,2488;4218,7112;"04";"11";"2006"
2004-11-11 00:00:00,000;"Beleza e Cosméticos";"Sul";16;15,19;0,19;6;5;"Boleto";196,86239999999998;46,1776;"11";"11";"2004"
2023-02-28 00:00:00,000;"Beleza e Cosméticos";"Sul";8;811,61;0,07;17;5;"Boleto";6038,3784;454,50160000000005;"28";"02";"2023"
2017-05-06 00:00:00,000;"Beleza e Cosméticos";"Sul";4;1083,25;0,1;4;5;"Boleto";3899,7;433,3;"06";"05";"2017"
2011-08-24 00:00:00,000;"Beleza e Cosméticos";"Sul";22;3,44;0,12;1;5;"Boleto";66,5984;9,0816;"24";"08";"2011"
2022-10-12 00:00:00,000;"Beleza e Cosméticos";"Sul";17;7,68;0,07;15;5;"Boleto";121,42079999999999;9,1392;"12";"10";"2022"
2004-10-13 00:00:00,000;"Beleza e Cosméticos";"Sul";4;44,74;0,13;14;5;"Boleto";155,6952;23,2648;"13";"10";"2004"
2020-12-01 00:00:00,000;"Beleza e Cosméticos";"Sul";25;17,28;0,01;11;5;"Boleto";427,68000000000006;4,32;"01";"12";"2020"
2012-01-27 00:00:00,000;"Beleza e Cosméticos";"Sul";28;800,04;0,08;13;5;"Boleto";20609,0304;1792,0895999999998;"27";"01";"2012"
2010-11-16 00:00:00,000;"Beleza e Cosméticos";"Sul";2;3,04;0,16;6;5;"Boleto";5,1072;0,9728;"16";"11";"2010"
2013-05-10 00:00:00,000;"Beleza e Cosméticos";"Sul";10;114,07;0,09;3;5;"Boleto";1038,0369999999998;102,663;"10";"05";"2013"
2018-07-28 00:00:00,000;"Beleza e Cosméticos";"Sul";8;988,29;0,2;14;5;"Boleto";6325,056;1581,2640000000001;"28";"07";"2018"
2011-11-18 00:00:00,000;"Beleza e Cosméticos";"Sul";23;918,55;0,04;6;5;"Boleto";20281,584;845,06599999999992;"18";"11";"2011"
2020-01-27 00:00:00,000;"Beleza e Cosméticos";"Sul";15;5,35;0,12;1;5;"Boleto";70,62;9,629999999999999;"27";"01";"2020"
2025-10-21 00:00:00,000;"Beleza e Cosméticos";"Sul";12;12,02;0,04;19;5;"Boleto";138,47039999999998;5,7696000000000005;"21";"10";"2025"
2019-09-22 00:00:00,000;"Beleza e Cosméticos";"Sul";8;760,97;0,13;5;5;"Boleto";5296,3512;791,4088;"22";"09";"2019"
2024-01-31 00:00:00,000;"Beleza e Cosméticos";"Sul";29;136,54;0,02;3;5;"Boleto";3880,4668;79,19319999999999;"31";"01";"2024"
2011-02-17 00:00:00,000;"Beleza e Cosméticos";"Sul";3;2,38;0,03;11;5;"Boleto";6,9257999999999988;0,21419999999999997;"17";"02";"2011"
2011-10-31 00:00:00,000;"Beleza e Cosméticos";"Sul";21;743,02;0,22;4;5;"Boleto";12170,6676;3432,7524;"31";"10";"2011"
2013-03-30 00:00:00,000;"Beleza e Cosméticos";"Sul";10;397,6;0,01;24;5;"Boleto";3936,2400000000002;39,760000000000005;"30";"03";"2013"
2004-10-17 00:00:00,000;"Beleza e Cosméticos";"Sul";11;509,63;0,04;10;5;"Boleto";5381,6928;224,2372;"17";"10";"2004"
2007-01-17 00:00:00,000;"Beleza e Cosméticos";"Sul";3;15,99;0,22;10;5;"Boleto";37,4166;10,5534;"17";"01";"2007"
2013-07-01 00:00:00,000;"Beleza e Cosméticos";"Sul";10;12,31;0,12;3;5;"Boleto";108,328;14,772;"01";"07";"2013"
2017-11-26 00:00:00,000;"Beleza e Cosméticos";"Sul";20;45,57;0,25;4;5;"Boleto";683,55000000000007;227,85;"26";"11";"2017"
