ID do PEDIDO;DATA DO PEDIDO;fk_tbclientes_id_cliente;CaTeGoRiA Produto;nm_regiao;qtd.;Preço Unitário (R$);dixconto;método-pagamento;dias_para_entrega;nr_estrelas_cliente
87688;07/10/2012;6144;Pets;Norte;14;6.44;0.2;boleto;23;4.9
12796;9/16/2024;1150;Roupas e Acessórios;Sul;3;73.14;0.15;pix;8;4.3
13232;11/18/2008;1406;Eletrônicos;Sudeste;5;222.48;0.34;pix;6;1.1
49974;02/01/2009;2939;Casa;Sul;7;22.54;0.06;crédito;10;4.7
18053;12/20/2022;2495;Esportes;Sudeste;3;11.91;0.25;boleto;3;5.0
109614;7/31/2010;5316;Mobília;Sudeste;1;26.58;0.29;débito;14;3.9
44717;10/06/2018;4456;Casa;Centro-Oeste;11;1023.56;0.15;pix;7;4.8
73372;10/17/2020;4780;Roupas e Acessórios;Sudeste;16;902.36;0.09;crédito;12;4.3
28817;3/26/2004;4454;Pets;Sudeste;24;68.34;0.09;boleto;16;3.6
18165;06/02/2012;2405;Mobília;Sul;1;107.38;0.14;crédito;22;1.2
113515;8/29/2025;3783;Brinquedos;Nordeste;19;60.72;0.15;crédito;9;5.0
38954;05/01/2019;4508;Beleza e Cosméticos;Nordeste;11;18.49;0.11;boleto;15;2.2
21950;2/23/2021;4074;Eletrônicos;Sudeste;12;137.9;0.09;crédito;16;3.8
86411;2/16/2010;6531;Eletrônicos;Sudeste;24;2.09;0.02;débito;3;4.3
79389;12/10/2020;1800;Esportes;Sul;8;498.9;0.3;boleto;6;5.0
45721;4/20/2017;1681;Livros;Centro-Oeste;5;72.21;0.27;crédito;28;2.8
80971;3/16/2011;6618;Eletrônicos;Sul;3;2.79;0.23;pix;17;3.4
56909;9/25/2013;1503;Brinquedos;Nordeste;11;455.31;0.04;pix;14;5.0
74276;5/21/2025;6807;Saúde;Sul;11;22.26;0.22;pix;28;2.3
35099;9/30/2012;6027;Livros;Centro-Oeste;10;241.38;0.26;pix;5;3.6
60352;11/28/2011;6032;Eletrônicos;Sul;1;680.13;0.08;boleto;22;4.5
112632;11/12/2017;6946;Beleza e Cosméticos;Sudeste;28;24.21;0.27;débito;21;4.4
94425;9/16/2018;4614;Automotivo;Nordeste;5;543.28;0.16;crédito;24;4.2
10522;5/17/2007;1175;Roupas e Acessórios;Sudeste;6;515.42;0.16;pix;4;4.1
72435;05/04/2005;1194;Beleza e Cosméticos;Sul;3;807.98;0.17;pix;1;4.3
70532;11/07/2017;4907;Eletrônicos;Sul;27;1071.52;0.03;boleto;12;2.6
18736;2/14/2018;3975;Brinquedos;Norte;2;69.42;0.2;crédito;10;4.8
95644;05/04/2013;2659;Roupas e Acessórios;Nordeste;14;863.85;0.14;crédito;2;4.1
102409;10/22/2021;1996;Livros;Sudeste;6;5.67;0.29;pix;8;3.2
94039;05/10/2017;3883;Grocery;Sudeste;4;27.35;0.05;pix;20;4.5
91340;01/12/2014;1064;Roupas e Acessórios;Nordeste;20;8.65;0.27;pix;25;4.1
26340;10/20/2006;2118;Saúde;Norte;17;757.47;0.28;débito;21;2.9
46953;5/18/2005;5654;Esportes;Sudeste;3;98.31;0.01;pix;8;3.9
48716;7/15/2004;5147;Eletrônicos;Sudeste;10;197.73;0.25;crédito;10;3.2
51044;3/26/2026;3492;Roupas e Acessórios;Sudeste;12;60.95;0.16;pix;6;4.6
70351;4/21/2022;3360;Esportes;Nordeste;9;40.5;0.04;boleto;3;3.7
26984;6/24/2011;4117;Saúde;Nordeste;7;7.64;0.01;pix;18;3.3
94364;4/14/2024;6964;Casa;Norte;7;48.66;0.2;pix;1;3.2
17877;5/29/2015;6456;Eletrônicos;Centro-Oeste;1;7.74;0.29;crédito;15;3.4
27952;3/26/2007;3267;Saúde;Sudeste;3;197.16;0.16;pix;7;2.2
92459;9/26/2022;5049;Grocery;Centro-Oeste;14;2.93;0.25;boleto;6;3.8
92505;09/05/2021;3126;Beleza e Cosméticos;Sudeste;13;12.42;0.09;crédito;13;3.6
69385;8/24/2018;6216;Casa;Centro-Oeste;8;673.08;0.02;pix;28;2.5
48795;11/26/2015;1027;Automotivo;Centro-Oeste;23;9.57;0.24;boleto;6;3.0
81397;9/15/2025;6071;Casa;Sul;15;24.85;0.3;boleto;28;4.1
26437;11/07/2010;6365;Mobília;Nordeste;1;321.97;0.07;débito;10;2.6
50904;9/13/2014;6638;Esportes;Nordeste;9;5.61;0.28;pix;22;3.3
61992;12/11/2010;5441;Casa;Sudeste;2;2.56;0.2;boleto;27;4.5
81097;11/20/2007;5117;Roupas e Acessórios;Nordeste;3;2.56;0.1;crédito;27;2.9
99358;1/21/2026;1737;Esportes;Sul;2;13.68;0.04;crédito;27;2.3
17672;6/13/2026;1337;Grocery;Sudeste;14;6.85;0.29;pix;7;4.1
52602;02/10/2009;5675;Roupas e Acessórios;Centro-Oeste;2;3.64;0.11;boleto;3;4.0
86621;10/18/2007;5727;Pets;Sul;2;863.2;0.17;pix;21;2.5
86450;01/11/2024;2437;Beleza e Cosméticos;Nordeste;2;48.52;0.05;débito;14;3.8
32167;11/18/2011;2067;Livros;Sul;1;91.29;0.25;pix;1;5.0
50478;04/06/2019;1123;Esportes;Sudeste;1;130.01;0.04;débito;1;4.6
97382;03/09/2022;2330;Livros;Nordeste;10;3.9;0.08;pix;26;3.7
61111;10/17/2018;1154;Beleza e Cosméticos;Sudeste;14;5.25;0.09;pix;20;4.8
75940;07/12/2015;6923;Esportes;Sudeste;5;22.72;0.3;pix;21;4.7
98654;7/30/2015;4615;Automotivo;Sudeste;2;6.41;0.17;débito;4;5.0
15414;3/26/2005;3489;Roupas e Acessórios;Nordeste;6;243.77;0.16;boleto;22;1.7
61140;4/17/2022;1426;Eletrônicos;Norte;6;6.75;0.1;crédito;1;3.3
106198;12/08/2007;6372;Grocery;Nordeste;2;23.86;0.04;boleto;1;3.2
104033;10/15/2015;6519;Livros;Sudeste;5;17.59;0.2;pix;4;4.5
19077;6/20/2017;3691;Roupas e Acessórios;Sul;19;991.71;0.19;crédito;22;3.2
102807;7/15/2004;6672;Beleza e Cosméticos;Nordeste;1;9.32;0.13;pix;8;4.8
76842;9/20/2004;6079;Esportes;Sul;3;951.15;0.3;boleto;16;4.0
27938;01/01/2014;4401;Grocery;Norte;20;50.11;0.14;débito;11;4.4
31586;1/29/2024;3449;Casa;Centro-Oeste;14;6.15;0.23;pix;12;4.3
56575;01/03/2021;3770;Automotivo;Sul;14;7.14;0.28;pix;4;3.9
112466;4/24/2024;5193;Mobília;Centro-Oeste;20;2.81;0.02;boleto;21;3.8
92550;12/04/2014;2341;Esportes;Sul;3;141.43;0.2;crédito;15;3.3
50453;12/01/2012;4382;Roupas e Acessórios;Sudeste;3;2.13;0.11;pix;17;4.8
94216;4/19/2026;5818;Grocery;Sudeste;3;8.39;0.16;pix;5;3.6
110254;7/28/2019;6955;Mobília;Sul;11;112.01;0.18;pix;8;3.3
10813;07/03/2019;1564;Roupas e Acessórios;Sul;5;139.01;0.18;pix;4;3.1
38947;07/10/2017;4815;Automotivo;Centro-Oeste;2;7.16;0.28;crédito;8;2.5
26672;2/15/2004;6885;Beleza e Cosméticos;Nordeste;24;186.0;0.18;crédito;9;5.0
45567;12/17/2016;4579;Brinquedos;Sul;7;291.96;0.03;crédito;2;3.4
105546;01/01/2020;3813;Livros;Sul;1;440.33;0.11;pix;25;2.3
30608;07/09/2024;4597;Brinquedos;Nordeste;4;22.3;0.29;pix;18;4.5
79944;06/10/2019;6742;Brinquedos;Sul;3;305.44;0.28;crédito;14;4.6
69381;05/07/2021;6788;Eletrônicos;Sudeste;1;2.22;0.07;boleto;9;2.5
34404;5/18/2005;3821;Esportes;Sudeste;5;933.53;0.16;pix;15;4.0
112972;11/21/2024;3172;Roupas e Acessórios;Nordeste;13;65.36;0.04;crédito;5;4.3
106047;05/08/2014;5081;Livros;Centro-Oeste;12;6.37;0.14;boleto;13;4.1
29884;10/27/2016;2076;Mobília;Sul;9;240.13;0.23;pix;1;1.4
23791;6/27/2013;1605;Roupas e Acessórios;Nordeste;13;219.11;0.09;pix;3;4.9
79238;11/25/2004;2395;Roupas e Acessórios;Nordeste;13;4.54;0.01;débito;8;2.8
82128;12/09/2024;2798;Brinquedos;Centro-Oeste;1;818.61;0.26;crédito;1;2.8
78329;9/13/2014;1825;Casa;Nordeste;9;20.31;0.12;boleto;2;4.1
16488;12/27/2023;1479;Brinquedos;Norte;9;59.85;0.25;pix;2;3.5
20186;5/14/2024;1313;Eletrônicos;Sudeste;1;25.77;0.13;pix;12;4.1
64972;1/24/2026;1569;Livros;Nordeste;1;43.86;0.22;pix;9;4.6
29217;4/22/2012;2893;Roupas e Acessórios;Centro-Oeste;3;685.69;0.17;pix;27;2.5
67430;05/12/2019;4462;Brinquedos;Sul;29;3.03;0.01;débito;21;4.8
31542;11/10/2019;1035;Eletrônicos;Norte;3;112.73;0.26;crédito;6;5.0
82914;05/08/2016;2010;Livros;Nordeste;15;8.32;0.19;pix;16;3.4
84448;1/24/2017;4133;Casa;Sul;1;125.35;0.05;pix;18;2.4
53902;03/07/2011;1038;Roupas e Acessórios;Sudeste;2;6.52;0.19;crédito;21;4.1
56472;02/06/2010;4905;Grocery;Sudeste;3;575.02;0.06;boleto;13;5.0
35936;4/13/2018;1862;Beleza e Cosméticos;Sul;4;27.23;0.21;pix;1;5.0
108009;2/24/2025;3776;Beleza e Cosméticos;Sudeste;17;991.17;0.14;boleto;14;3.6
47550;07/03/2012;4870;Roupas e Acessórios;Sul;12;2.07;0.28;pix;17;5.0
45240;10/07/2015;1217;Saúde;Sul;4;348.96;0.11;crédito;24;2.9
107387;03/01/2023;2693;Grocery;Sul;1;2.98;0.01;pix;8;4.0
31530;12/05/2022;5678;Casa;Sudeste;23;125.29;0.24;crédito;3;5.0
21158;5/17/2017;6449;Mobília;Sul;15;147.18;0.06;crédito;1;4.1
26901;6/28/2015;4111;Eletrônicos;Norte;11;2.2;0.15;boleto;8;5.0
86099;3/29/2023;5896;Pets;Sul;7;2.15;0.11;crédito;19;4.8
11225;6/21/2013;1665;Casa;Sudeste;4;427.54;0.25;pix;11;2.5
28751;12/24/2020;2203;Beleza e Cosméticos;Nordeste;6;14.84;0.09;boleto;13;3.3
73130;12/23/2008;5189;Saúde;Sudeste;24;15.15;0.12;pix;13;4.5
26528;9/24/2018;6021;Livros;Sul;3;66.34;0.01;pix;2;4.0
29981;09/01/2019;4806;Roupas e Acessórios;Centro-Oeste;12;86.73;0.08;pix;21;2.6
111571;5/28/2023;2878;Roupas e Acessórios;Sul;11;12.69;0.08;pix;4;3.4
38133;03/05/2005;2657;Mobília;Sudeste;3;129.27;0.12;boleto;21;4.7
20598;2/28/2026;1001;Esportes;Norte;3;325.01;0.19;débito;6;4.5
77240;7/16/2015;5466;Casa;Sul;4;2.87;0.04;crédito;23;3.6
89527;09/07/2008;3213;Livros;Nordeste;26;9.04;0.29;boleto;10;4.8
10027;2/23/2013;1805;Casa;Sudeste;7;457.07;0.2;débito;1;4.1
64196;5/26/2004;4738;Casa;Norte;23;2.65;0.04;boleto;15;5.0
62090;7/27/2012;3120;Grocery;Centro-Oeste;1;2.7;0.18;pix;13;3.2
29378;12/13/2008;4910;Beleza e Cosméticos;Norte;1;490.92;0.13;pix;18;4.3
114646;2/27/2007;5570;Eletrônicos;Sul;21;6.53;0.07;débito;19;3.5
28730;10/05/2015;5610;Beleza e Cosméticos;Sudeste;4;36.45;0.16;pix;25;4.2
87482;06/11/2008;5045;Beleza e Cosméticos;Centro-Oeste;1;143.61;0.02;pix;15;5.0
46999;07/10/2005;1969;Roupas e Acessórios;Nordeste;15;913.44;0.14;pix;7;4.8
56600;09/12/2022;5158;Beleza e Cosméticos;Sul;12;20.79;0.15;crédito;27;3.7
34849;12/23/2023;6194;Eletrônicos;Sudeste;26;55.28;0.26;pix;3;4.0
21514;09/09/2015;6601;Pets;Norte;2;154.94;0.18;boleto;11;3.6
26136;3/15/2010;1007;Eletrônicos;Sul;1;870.38;0.13;pix;10;3.5
53465;12/30/2023;5025;Livros;Sul;21;136.32;0.28;crédito;19;2.8
69776;9/26/2018;5587;Pets;Sul;3;18.88;0.13;pix;26;4.2
25976;07/12/2007;1838;Casa;Sudeste;3;49.14;0.11;crédito;1;5.0
60822;01/01/2016;5995;Automotivo;Centro-Oeste;1;448.3;0.05;crédito;11;5.0
21750;6/22/2015;6927;Beleza e Cosméticos;Sul;16;894.54;0.14;pix;9;3.5
41236;12/09/2022;1757;Saúde;Sudeste;26;5.98;0.11;crédito;2;2.7
114739;5/26/2006;3779;Grocery;Sul;27;134.95;0.02;pix;24;2.5
23416;12/27/2018;3888;Grocery;Norte;14;18.99;0.03;boleto;18;5.0
100597;03/05/2026;1963;Grocery;Sudeste;2;924.68;0.07;pix;19;4.6
95478;12/23/2007;1811;Casa;Centro-Oeste;12;15.58;0.03;crédito;3;2.7
70346;7/31/2022;4245;Grocery;Norte;9;114.54;0.15;débito;16;5.0
94891;7/27/2024;2802;Brinquedos;Sudeste;22;2.65;0.26;pix;16;4.3
60061;11/21/2012;6554;Eletrônicos;Norte;5;7.32;0.14;débito;7;3.5
106173;05/07/2016;6155;Casa;Nordeste;24;362.24;0.27;débito;5;4.0
107132;4/13/2018;6641;Casa;Centro-Oeste;5;80.17;0.23;débito;4;3.7
73730;12/20/2025;5803;Roupas e Acessórios;Sudeste;28;31.83;0.01;crédito;4;5.0
69765;7/25/2026;4820;Grocery;Sul;3;65.5;0.11;pix;10;3.5
68714;06/02/2021;4203;Grocery;Sul;10;21.93;0.16;pix;5;5.0
17578;09/05/2020;5084;Saúde;Sul;14;12.06;0.08;boleto;12;4.3
46000;06/09/2009;3185;Roupas e Acessórios;Sul;5;5.9;0.08;pix;10;5.0
66686;4/15/2018;2691;Roupas e Acessórios;Nordeste;4;322.51;0.02;boleto;13;4.9
33402;05/08/2009;6791;Brinquedos;Nordeste;7;2.43;0.02;crédito;1;4.5
88877;10/26/2010;4395;Brinquedos;Sudeste;3;560.94;0.07;pix;23;2.2
104551;01/05/2020;3385;Esportes;Nordeste;4;130.32;0.06;pix;7;4.5
14044;7/13/2006;1781;Eletrônicos;Sul;3;370.61;0.03;pix;11;2.7
90010;04/09/2004;1071;Grocery;Sudeste;23;219.98;0.11;pix;2;3.4
24169;03/07/2024;1108;Brinquedos;Sudeste;5;13.53;0.17;pix;3;2.5
113746;1/27/2019;4348;Livros;Sul;7;804.28;0.25;boleto;5;3.2
70466;3/21/2022;1003;Brinquedos;Nordeste;2;362.88;0.27;pix;5;3.9
50044;12/21/2008;3033;Roupas e Acessórios;Sudeste;19;812.14;0.23;crédito;20;5.0
90761;11/10/2015;4659;Esportes;Centro-Oeste;1;185.9;0.1;boleto;13;3.8
93083;03/06/2013;2363;Casa;Centro-Oeste;19;3.57;0.29;boleto;28;2.3
87582;4/30/2009;2246;Esportes;Sudeste;12;137.01;0.11;pix;5;3.9
15681;08/01/2019;3968;Eletrônicos;Norte;14;160.5;0.12;pix;2;4.1
10925;09/03/2009;1763;Beleza e Cosméticos;Norte;6;314.58;0.33;pix;5;3.7
77054;4/28/2004;4332;Casa;Centro-Oeste;22;691.91;0.13;débito;5;3.6
100547;12/28/2016;4131;Casa;Sudeste;5;4.25;0.15;pix;1;5.0
43799;12/25/2022;2439;Casa;Centro-Oeste;6;108.94;0.17;pix;18;2.9
18297;4/28/2014;5564;Casa;Nordeste;1;14.05;0.08;débito;3;2.6
51681;01/10/2011;4824;Casa;Sudeste;9;25.27;0.19;boleto;24;2.4
76704;10/09/2018;4626;Automotivo;Sul;22;5.62;0.1;débito;13;3.2
110458;08/04/2007;1474;Casa;Norte;19;93.93;0.26;crédito;28;3.9
14757;01/07/2017;1946;Eletrônicos;Sul;4;82.55;0.2;débito;6;3.8
49651;12/05/2011;1694;Beleza e Cosméticos;Norte;27;4.94;0.18;pix;5;3.6
51009;5/28/2006;2600;Eletrônicos;Sudeste;21;151.26;0.27;boleto;6;4.5
37313;10/31/2014;2329;Eletrônicos;Sul;1;205.29;0.28;boleto;7;4.5
92157;8/29/2019;3587;Eletrônicos;Sudeste;11;101.46;0.16;débito;16;3.8
62504;1/13/2016;3573;Saúde;Norte;13;863.88;0.12;pix;11;3.1
108387;12/24/2015;5530;Casa;Sul;20;86.5;0.22;pix;12;5.0
33209;11/17/2011;1795;Grocery;Sudeste;13;15.7;0.14;pix;24;4.3
27349;3/30/2006;4597;Eletrônicos;Sudeste;8;3.15;0.22;débito;1;3.2
54528;12/17/2017;5870;Grocery;Centro-Oeste;1;5.7;0.24;crédito;14;3.4
29115;04/02/2018;3868;Eletrônicos;Sul;1;44.91;0.23;boleto;6;3.3
40317;08/08/2021;4473;Esportes;Sudeste;2;359.84;0.14;débito;1;4.3
97453;11/03/2008;3217;Saúde;Sudeste;4;2.03;0.06;pix;16;4.9
44064;10/09/2010;5047;Eletrônicos;Sudeste;7;167.49;0.2;crédito;9;4.5
21606;11/16/2010;1477;Brinquedos;Sudeste;7;31.24;0.15;crédito;21;4.4
60360;9/27/2011;2547;Mobília;Sudeste;1;147.2;0.18;crédito;20;3.5
64368;12/17/2023;4649;Casa;Sul;2;202.57;0.08;débito;13;4.1
43811;12/22/2021;6979;Beleza e Cosméticos;Sudeste;9;79.67;0.11;débito;18;4.4
45252;9/30/2016;2510;Pets;Sudeste;14;140.6;0.23;crédito;20;3.8
72956;5/24/2010;5136;Pets;Centro-Oeste;23;7.87;0.23;pix;2;4.0
62785;3/13/2015;3084; Roupas e Acessórios;Sul;2;593.51;0.14;crédito;1;5.0
83670;2/21/2020;5738;Beleza e Cosméticos;Nordeste;4;435.67;0.07;pix;6;5.0
49061;01/08/2005;4170;Brinquedos;Sul;14;5.74;0.17;pix;4;4.0
18186;07/12/2026;5614;Livros;Nordeste;6;407.4;0.23;boleto;1;2.4
15837;3/17/2020;4275;Casa;Sudeste;5;94.18;0.25;pix;7;3.7
81967;12/16/2023;3133;Esportes;Nordeste;4;41.98;0.06;crédito;19;4.6
64045;4/30/2014;4686;Mobília;Nordeste;2;41.15;0.19;débito;19;4.1
94088;10/18/2009;2497;Beleza e Cosméticos;Nordeste;4;515.1;0.17;pix;2;5.0
101623;11/17/2005;5408;Casa;Sudeste;4;107.22;0.27;pix;21;3.4
53867;10/26/2010;4081;Casa;Nordeste;7;5.36;0.22;pix;17;5.0
94398;12/30/2022;3994;Brinquedos;Sul;8;7.61;0.11;pix;1;4.7
92751;12/27/2019;2158; Roupas e Acessórios;Centro-Oeste;2;557.74;0.25;pix;15;5.0
27928;9/25/2020;6930;Livros;Norte;12;275.56;0.29;boleto;11;2.7
104166;01/11/2018;5943;Mobília;Sul;6;66.34;0.15;pix;7;5.0
53218;5/19/2014;4666;Pets;Centro-Oeste;14;311.9;0.13;crédito;26;1.9
88305;1/23/2015;3885;Grocery;Centro-Oeste;3;18.29;0.29;pix;27;3.0
76463;02/02/2012;2139;Livros;Centro-Oeste;24;110.93;0.22;boleto;2;3.3
80526;8/29/2023;4603;Mobília;Sudeste;26;6.58;0.16;crédito;5;4.8
20399;11/05/2024;2297;Livros;Sul;5;453.38;0.09;débito;5;2.7
43938;11/09/2013;5313;Casa;Norte;4;70.5;0.26;boleto;5;5.0
65999;07/11/2025;6353;Casa;Sudeste;3;32.33;0.12;pix;8;3.6
97759;07/02/2024;4750;Eletrônicos;Sul;15;16.17;0.13;crédito;5;4.6
48433;02/01/2013;4033;Brinquedos;Centro-Oeste;2;90.63;0.2;pix;4;4.3
95092;8/26/2012;2907;Brinquedos;Sudeste;15;3.62;0.04;boleto;17;4.1
111374;12/19/2010;3191;Grocery;Norte;1;2.69;0.27;boleto;4;4.7
83320;12/30/2019;1179;Eletrônicos;Sudeste;17;107.52;0.23;pix;25;2.3
33301;6/18/2020;1180;Brinquedos;Sudeste;1;173.56;0.13;boleto;12;4.9
72623;08/11/2015;6425;Beleza e Cosméticos;Sul;27;1054.97;0.23;pix;22;3.0
98345;11/21/2017;6007; Roupas e Acessórios;Centro-Oeste;2;273.7;0.01;crédito;4;2.8
65534;2/16/2008;1186;Casa;Sul;27;104.59;0.19;débito;20;5.0
109951;5/24/2014;4432;Saúde;Nordeste;1;1084.6;0.15;débito;10;3.4
32704;6/18/2006;5983;Saúde;Nordeste;2;3.49;0.16;pix;13;4.5
63417;12/16/2021;6473;Pets;Centro-Oeste;19;22.99;0.25;pix;11;3.5
48283;02/08/2012;6386;Beleza e Cosméticos;Centro-Oeste;1;321.42;0.26;boleto;1;5.0
40126;4/18/2007;2739;Livros;Nordeste;21;159.03;0.16;pix;8;4.3
97424;7/20/2026;2508;Grocery;Nordeste;22;645.42;0.06;pix;27;4.4
74831;08/04/2024;5395;Beleza e Cosméticos;Norte;1;605.08;0.09;pix;6;4.3
10044;1/26/2012;1475;Eletrônicos;Nordeste;1;17.05;0.09;pix;1;3.8
107059;7/28/2011;5965; Roupas e Acessórios;Nordeste;19;108.91;0.18;pix;7;4.6
94440;11/17/2006;3769;Eletrônicos;Nordeste;24;506.7;0.2;crédito;1;5.0
19092;8/30/2009;5229;Grocery;Nordeste;17;13.83;0.12;pix;10;5.0
60237;07/03/2014;5653;Casa;Sudeste;15;8.32;0.14;boleto;6;5.0
14589;9/29/2017;1604; Roupas e Acessórios;Norte;4;413.82;0.22;pix;2;5.0
48082;6/16/2025;5881;Brinquedos;Norte;18;11.01;0.2;pix;21;4.6
80071;09/03/2005;2302;Beleza e Cosméticos;Sul;9;16.84;0.24;débito;4;3.3
97757;04/03/2017;6322;Roupas e Acessórios;Sul;14;76.65;0.2;boleto;28;3.7
101538;06/05/2009;2637;Beleza e Cosméticos;Sul;20;137.02;0.13;boleto;4;4.7
69278;1/31/2006;1676;Casa;Sudeste;2;4.98;0.21;pix;18;3.2
88980;5/17/2019;4667;Roupas e Acessórios;Nordeste;3;15.38;0.17;pix;8;4.4
63114;03/05/2019;3331;Eletrônicos;Sul;28;7.56;0.21;pix;2;5.0
36241;7/14/2011;6208;Beleza e Cosméticos;Norte;29;30.1;0.07;crédito;15;5.0
75708;09/11/2021;1631;Grocery;Sul;1;13.29;0.28;pix;18;3.1
79203;3/16/2018;3098;Eletrônicos;Sul;4;184.6;0.29;pix;25;3.6
20862;1/25/2025;3635;Esportes;Sul;4;4.23;0.18;pix;22;4.7
24987;11/01/2011;2550;Eletrônicos;Sul;2;517.24;0.2;pix;21;3.6
84497;10/31/2017;6200;Roupas e Acessórios;Centro-Oeste;9;331.43;0.18;pix;17;5.0
103570;01/01/2012;6857;Roupas e Acessórios;Sudeste;29;29.34;0.1;pix;7;4.6
30042;4/29/2010;6747;Casa;Sul;29;3.61;0.02;pix;27;2.8
22830;5/31/2009;6865;Grocery;Sul;10;494.47;0.2;pix;5;4.9
29233;07/01/2005;1956;Beleza e Cosméticos;Centro-Oeste;15;140.83;0.11;boleto;1;2.9
71572;4/14/2005;1201;Mobília;Sul;9;425.78;0.06;débito;1;2.7
54285;7/21/2025;3856;Eletrônicos;Norte;12;327.51;0.16;pix;24;4.5
108748;3/31/2005;4073;Beleza e Cosméticos;Sul;1;93.32;0.24;crédito;17;5.0
26841;09/12/2015;1900;Esportes;Centro-Oeste;23;5.72;0.15;pix;2;5.0
113102;5/20/2006;2118;Grocery;Sul;3;2.12;0.09;boleto;13;1.8
26149;6/16/2025;5600;Casa;Sul;4;6.62;0.27;boleto;14;4.8
36673;1/29/2013;4758;Mobília;Nordeste;11;4.46;0.21;pix;10;4.7
95267;04/04/2014;3037;Roupas e Acessórios;Centro-Oeste;20;276.02;0.17;boleto;24;3.8
83024;2/15/2011;5613;Eletrônicos;Sul;1;3.14;0.04;crédito;15;5.0
26171;2/27/2011;4672;Beleza e Cosméticos;Sul;23;3.25;0.08;crédito;10;3.4
68920;10/17/2021;5032;Roupas e Acessórios;Nordeste;24;4.24;0.13;pix;10;4.2
108098;3/19/2016;1394;Casa;Sudeste;9;78.3;0.16;boleto;18;1.6
24753;12/07/2012;3669;Brinquedos;Sul;16;238.93;0.05;boleto;15;5.0
13558;11/17/2011;1377;Roupas e Acessórios;Sul;4;492.14;0.19;débito;1;1.4
87954;3/26/2023;1199;Eletrônicos;Nordeste;1;39.57;0.18;débito;13;3.6
102189;2/18/2007;6855;Casa;Centro-Oeste;4;3.11;0.25;pix;5;5.0
73654;11/04/2007;5223;Casa;Sul;2;33.37;0.16;boleto;12;5.0
80015;5/29/2018;4070;Grocery;Sudeste;22;10.38;0.18;pix;24;1.0
96227;10/17/2024;5456;Beleza e Cosméticos;Sul;21;93.78;0.29;crédito;2;5.0
102135;05/11/2007;3529;Eletrônicos;Sudeste;17;605.46;0.28;débito;8;2.9
111794;11/07/2013;1379;Eletrônicos;Sudeste;2;41.75;0.11;boleto;22;1.9
60698;12/21/2025;4889;Automotivo;Sul;28;264.72;0.07;débito;20;3.3
87575;8/27/2014;2993;Pets;Nordeste;11;2.83;0.27;pix;21;3.8
97225;10/25/2018;3682;Pets;Sul;6;711.54;0.01;débito;9;3.5
46262;3/14/2023;2547;Casa;Sul;1;627.41;0.02;boleto;8;3.1
32808;11/01/2011;4805;Esportes;Sul;8;57.97;0.19;débito;25;4.0
30898;06/08/2005;5597;Beleza e Cosméticos;Nordeste;23;6.35;0.18;crédito;27;4.9
61669;10/28/2017;2171;Beleza e Cosméticos;Norte;1;235.96;0.1;crédito;24;1.7
23431;1/22/2016;2937;Livros;Sul;7;30.79;0.08;crédito;7;3.8
80317;10/10/2023;5809;Livros;Centro-Oeste;24;9.31;0.07;pix;21;4.1
78598;1/21/2022;4009;Esportes;Sul;15;661.25;0.19;boleto;6;4.9
32816;06/01/2024;5671;Esportes;Norte;3;8.34;0.11;boleto;17;3.8
38543;12/07/2007;3697;Automotivo;Norte;3;52.99;0.09;crédito;18;4.1
18198;9/29/2024;3063;Brinquedos;Norte;3;336.99;0.23;pix;1;4.7
24182;10/07/2016;6220;Roupas e Acessórios;Sudeste;4;74.66;0.27;pix;22;3.1
51165;11/23/2007;2544;Roupas e Acessórios;Norte;25;59.33;0.11;boleto;1;3.7
103780;7/20/2006;3492;Brinquedos;Centro-Oeste;25;7.62;0.24;crédito;12;4.4
69484;04/01/2018;1846;Roupas e Acessórios;Sul;9;216.78;0.11;pix;3;4.2
87047;06/02/2019;5721;Mobília;Nordeste;16;32.78;0.03;crédito;28;2.9
109763;10/14/2005;3017;Beleza e Cosméticos;Sudeste;11;604.8;0.29;pix;7;3.4
29207;01/05/2022;6281;Roupas e Acessórios;Sul;4;3.05;0.25;boleto;7;4.8
43587;8/23/2024;2877;Saúde;Sudeste;26;18.78;0.1;pix;24;2.9
95595;7/20/2025;5954;Beleza e Cosméticos;Norte;12;207.31;0.28;pix;10;4.4
79657;2/13/2009;4500;Eletrônicos;Sudeste;7;166.89;0.1;pix;6;4.9
110532;11/24/2006;1668;Beleza e Cosméticos;Norte;1;1084.41;0.22;pix;21;5.0
16449;05/11/2016;3855;Pets;Sudeste;2;8.2;0.17;pix;4;5.0
70248;11/14/2013;6372;Brinquedos;Nordeste;19;31.64;0.18;pix;7;5.0
56671;4/25/2016;6510;Beleza e Cosméticos;Sudeste;1;208.25;0.19;crédito;20;3.1
34978;10/16/2020;5245;Roupas e Acessórios;Centro-Oeste;4;372.73;0.14;pix;28;3.9
51587;07/03/2023;1562;Eletrônicos;Sudeste;20;3.38;0.2;pix;18;3.4
63554;08/05/2007;4860;Grocery;Sudeste;22;13.87;0.04;boleto;24;4.3
90946;01/08/2017;1485;Eletrônicos;Sudeste;7;2.77;0.18;crédito;7;5.0
41321;11/29/2018;5126;Casa;Nordeste;5;5.11;0.17;pix;15;3.7
24940;7/28/2011;5637;Esportes;Nordeste;7;521.8;0.05;pix;7;3.7
